机场代码,机场全称,机场简称,英文名,所属城市,城市三字码,所属省州,所属国家/地区,机场类型
ECH,伊丘卡机场,伊丘卡机场,Echuca,伊丘卡,ECH,维多利亚,澳大利亚,机场
ECN,厄尔坎机场,厄尔坎机场,Ercan Airport,厄尔坎,ECN,厄尔坎,塞浦路斯,机场
ECO,埃尔恩坎托机场,埃尔恩坎托机场,Encanto,埃尔恩坎托,ECO,埃尔恩坎托,哥伦比亚,机场
EAM,内奇兰机场,内奇兰机场,Nejran Airport,内奇兰,EAM,内奇兰,沙特阿拉伯,机场
EAN,惠特兰机场,惠特兰机场,Wheatland,惠特兰,EAN,怀俄明州,美国,机场
ZBA,巴瑟尔巴德火车站,巴瑟尔巴德火车站,Basel Bad Rail Station,巴塞尔,EAP,巴塞尔城市州,瑞士,非海关机场
MLH,巴塞尔米卢斯弗赖堡欧洲机场,巴塞尔米卢斯弗赖堡机场,EuroAirport Basel Mulhouse Freiburg,巴塞尔,EAP,巴塞尔城市州,瑞士,机场
EAR,卡尼机场,卡尼机场,Kearney Regional Airport,卡尼,EAR,内布拉斯加州,美国,机场
EAS,圣塞瓦斯蒂安机场,圣塞瓦斯蒂安机场,San Sebastian Airport,圣塞瓦斯蒂安,EAS,巴斯克,西班牙,机场
EAT,庞伯恩机场,庞伯恩机场,Pangborn Memorial Airport,韦纳奇,EAT,华盛顿州,美国,机场
EAU,齐佩瓦山谷地区机场,齐佩瓦山谷机场,Chippewa Valley Regional Airport,欧克莱尔,EAU,威斯康星州,美国,机场
EBA,马里纳迪坎波机场,马里纳迪坎波机场,Elba Island,埃尔巴岛,EBA,埃尔巴岛,意大利,机场
EBB,恩德培国际机场,恩德培机场,Entebbe International Airport,恩德培,EBB,恩德培,乌干达,机场
EBD,埃尔奥贝德机场,埃尔奥贝德机场,El Obeid,埃尔奥贝德,EBD,埃尔奥贝德,苏丹,机场
EBG,埃尔巴格尔机场,埃尔巴格尔机场,El Bagre,埃尔巴格尔,EBG,埃尔巴格尔,哥伦比亚,机场
ZBB,埃斯比约火车站,埃斯比约火车站,Esbjerg Rail Station,埃斯比约,EBJ,南丹麦,丹麦,非海关机场
DYM,迪亚曼蒂纳机场,迪亚曼蒂纳机场,Diamantina Lakes,迪亚曼蒂纳,DYM,昆士兰,澳大利亚,机场
DYR,阿纳德尔机场,阿纳德尔机场,Anadyr Airport,阿纳德尔,DYR,楚科奇,俄罗斯,机场
DYU,杜尚别机场 ,杜尚别机场,Dushanbe Airport,杜尚别,DYU,杜尚别,塔吉克斯坦,机场
DYW,戴利沃特斯机场,戴利沃特斯机场,Daly Waters,戴利沃特斯,DYW,北领地,澳大利亚,机场
DZA,帕曼德吉国际机场,帕曼德吉机场,Pamandzi International Airport,藻德济,DZA,藻德济,马约特,机场
DZI,考达基机场,考达基机场,Codazzi,考达基,DZI,考达基,哥伦比亚,机场
DZN,杰兹卡兹甘机场,杰兹卡兹甘机场,Zhezkazgan Airport,杰兹卡兹甘,DZN,杰兹卡兹甘,哈萨克斯坦,机场
DZO,杜拉斯诺机场,杜拉斯诺机场,Durazno,杜拉斯诺,DZO,杜拉斯诺,乌拉圭,机场
EAA,伊格尔机场,伊格尔机场,Eagle Airport,伊格尔,EAA,阿拉斯加州,美国,机场
EAB,阿博瑟机场,阿博瑟机场,Abbse,阿博瑟,EAB,阿博瑟,也门,机场
EAE,埃马埃岛机场,埃马埃岛机场,Emae,埃马埃岛,EAE,埃马埃岛,瓦努阿图,机场
EAL,埃雷纳克机场,埃雷纳克机场,Kwajalein Atoll,夸贾林群岛,EAL,夸贾林群岛,马绍尔群岛,机场
DVP,达文波特当斯机场,达文波特当斯机场,Davenport Downs,达文波特当斯,DVP,昆士兰,澳大利亚,机场
DVR,戴利河机场,戴利河机场,Daly River,戴利河,DVR,北领地,澳大利亚,机场
DWA,杜瓦马瓦机场,杜瓦马瓦机场,Dwamawa,杜瓦马瓦,DWA,中央地区,马拉维,机场
DWB,苏阿拉机场,苏阿拉机场,Soalala Apt,苏阿拉拉,DWB,苏阿拉拉,马达加斯加,机场
DWD,代瓦迪米机场,代瓦迪米机场,Dawadmi Airport,代瓦迪米,DWD,代瓦迪米,沙特阿拉伯,机场
DXA,督阿普机场,督阿普机场,Deux Alpes,莱德萨尔普,DXA,奥弗涅-罗讷-阿尔卑斯大区,法国,机场
XNB,迪拜切尔西巴士站,迪拜切尔西巴士站,Etihad Trvl Ml,迪拜,DXB,迪拜,阿联酋,非海关机场
DWC,阿勒马克图姆国际机场,阿勒马克图姆机场,Al Maktoum International Airport,迪拜,DXB,迪拜,阿联酋,机场
DXB,迪拜国际机场,迪拜机场,Dubai International Airport,迪拜,DXB,迪拜,阿联酋,机场
DXD,迪克西机场,迪克西机场,Dixie,迪克西,DXD,昆士兰,澳大利亚,机场
DXR,丹伯里机场,丹伯里机场,Danbury,丹伯里,DXR,康涅狄格州,美国,机场
DYA,迪萨特机场,迪萨特机场,Dysart,迪萨特,DYA,昆士兰,澳大利亚,机场
DYL,多伊尔斯顿机场,多伊尔斯顿机场,Doylestown,多伊尔斯顿,DYL,宾夕法尼亚州,美国,机场
DUQ,邓肯/夸姆机场,邓肯/夸姆机场,Duncan/Quam,邓肯,DUQ,不列颠哥伦比亚,加拿大,机场
VIR,维吉尼亚机场,维吉尼亚机场,Durban Virginia,德班,DUR,卡哇祖拉—纳塔尔,南非,非海关机场
QDU,杜塞尔多夫火车站,杜塞尔多夫火车站,Duesseldorf Hbf Rail Station,杜塞尔多夫,DUS,莱茵-威斯特法伦,德国,非海关机场
DUS,杜塞尔多夫国际机场,杜塞尔多夫机场,Dusseldorf International Airport,杜塞尔多夫,DUS,莱茵-威斯特法伦,德国,机场
MGL,门兴格拉德巴赫机场,门兴格拉德巴赫机场,Duesseldorf Moenchengladbach,杜塞尔多夫,DUS,莱茵-威斯特法伦,德国,非海关机场
NRN,韦策机场,韦策机场,Weeze Airport,杜塞尔多夫,DUS,莱茵-威斯特法伦,德国,机场
DUT,荷兰港机场,荷兰港机场,Dutch Harbor Airport,荷兰港,DUT,阿拉斯加州,美国,机场
DVA,德瓦机场,德瓦机场,Deva,德瓦,DVA,德瓦,罗马尼亚,机场
DVK,迪亚维克机场,迪亚维克机场,Diavik,迪亚维克,DVK,西北地区,加拿大,机场
DVL,德弗尔斯莱克机场,德弗尔斯莱克机场,Devils Lake Regional Airport,德弗尔斯莱克,DVL,北达科他州,美国,机场
DVN,达文波特机场,达文波特机场,Davenport,达文波特,DVN,艾奥瓦州,美国,机场
DVO,达沃机场,达沃机场,Davao Airport,达沃,DVO,南达沃,菲律宾,机场
YIP,维罗朗机机场,维罗朗机机场,Willow Run Airport,底特律,DTT,密歇根州,美国,机场
DUA,伊克尔机场,伊克尔机场,Durant,杜兰特,DUA,俄克拉何马城,美国,机场
DUB,都柏林机场,都柏林机场,Dublin Airport,都柏林,DUB,都伯林,爱尔兰,机场
DUC,哈里博顿机场,哈里博顿机场,Duncan,邓肯,DUC,俄克拉何马城,美国,机场
DUE,邓杜机场,邓杜机场,Dundo,邓杜,DUE,邓杜,安哥拉,机场
DUF,派恩岛机场,派恩岛机场,Duck,达克,DUF,北卡罗莱纳州,美国,机场
DGL,道格拉斯地方机场,道格拉斯地方机场,Douglas Municipal,道格拉斯,DUG,亚利桑那州,美国,非海关机场
DUG,比斯比－道格拉斯国际机场,比斯比－道格拉斯国际机场,Bisbee Douglas,道格拉斯,DUG,亚利桑那州,美国,机场
DUJ,杜波依斯机场,杜波依斯机场,Dubois Regional Airport,杜波依斯,DUJ,宾夕法尼亚州,美国,机场
DUK,杜库杜克机场,杜库杜克机场,Dukuduk,姆图巴图巴,DUK,卡哇祖拉—纳塔尔,南非,机场
DUM,平昂卡姆派机场,平昂卡姆派机场,Dumai,杜迈,DUM,廖内,印度尼西亚,机场
DUN,邓达斯机场,邓达斯机场,Dundas,邓达斯,DUN,邓达斯,格陵兰,机场
DSL,达鲁机场,达鲁机场,Daru,达鲁,DSL,达鲁,塞拉利昂,机场
DSM,德梅因国际机场,德梅因机场,Des Moines International Airport,得梅因,DSM,艾奥瓦州,美国,机场
DSV,丹尼尔斯维尔机场,丹尼尔斯维尔机场,Dansville,丹尼尔斯维尔,DSV,纽约州,美国,机场
DTA,德尔塔机场,德尔塔机场,Delta,德尔塔,DTA,犹他州,美国,机场
DTD,达塔达瓦伊机场,达塔达瓦伊机场,Datadawai,达塔达瓦伊,DTD,达塔达瓦伊,印度尼西亚,机场
DTE,卡马林斯－诺特机场,卡马林斯－诺特机场,Daet,达特,DTE,北甘马粦,菲律宾,机场
DTH,死谷机场,死谷机场,Death Valley,死谷,DTH,加利福尼亚州,美国,机场
DTL,底特律莱克斯机场,底特律莱克斯机场,Detroit Lakes,底特律莱克斯,DTL,明尼苏达州,美国,机场
DTM,多特蒙德机场,多特蒙德机场,Dortmund Airport,多特蒙德,DTM,莱茵-威斯特法伦,德国,机场
DTR,迪凯特岛机场,迪凯特岛机场,Decatur Island,迪凯特岛,DTR,华盛顿州,美国,机场
DET,底特律市机场,底特律市机场,Detroit City,底特律,DTT,密歇根州,美国,非海关机场
DRT,德尔里奥国际机场,德尔里奥国际机场,Del Rio,德尔里奥,DRT,德克萨斯州,美国,机场
DLF,拉芬灵空军基地,拉芬灵空军基地,Del Rio Laughlin Afb,德尔里奥,DRT,德克萨斯州,美国,非海关机场
DRU,德拉蒙德机场,德拉蒙德机场,Drummond,德拉蒙德,DRU,蒙大拿州,美国,机场
XJG,达尔文火车站,达尔文火车站,Darwin Rail Station,达尔文,DRW,北领地,澳大利亚,非海关机场
DRW,达尔文国际机场,达尔文机场,Darwin International Airport,达尔文,DRW,北领地,澳大利亚,机场
DRY,德里斯戴尔里弗机场,德里斯戴尔里弗机场,Drysdale River,德里斯戴尔里弗,DRY,西澳大利亚,澳大利亚,机场
DSA,唐克斯特－谢菲尔德机场,唐克斯特－谢菲尔德机场,Doncaster,唐克斯特,DSA,英格兰,英国,机场
DSC,姜村机场,姜村机场,Dschang,姜村,DSC,姜村,喀麦隆,机场
DSD,拉代西拉德岛机场,拉代西拉德岛机场,La Desirade,拉代西拉德岛,DSD,拉代西拉德岛,瓜德罗普岛,机场
DSE,科姆博尔查机场,科姆博尔查机场,Combolcha Airport,德希,DSE,德希,埃塞俄比亚,机场
DSG,迪拉萨格机场,迪拉萨格机场,Dilasag,迪拉萨格,DSG,奥罗拉,菲律宾,机场
DSI,德斯丁机场,德斯丁机场,Destin,德斯丁,DSI,佛罗里达州,美国,机场
DSK,德拉伊斯梅尔汗机场,德拉伊斯梅尔汗机场,Dera Ismail Khan,德拉伊斯梅尔汗,DSK,德拉伊斯梅尔汗,巴基斯坦,机场
DRE,德拉蒙德岛机场,德拉蒙德岛机场,Drummond Island,德拉蒙德岛,DRE,密歇根州,美国,机场
DRF,德里夫特里弗机场,德里夫特里弗机场,Drift River,德里夫特里弗,DRF,阿拉斯加州,美国,机场
DRG,迪灵机场,迪灵机场,Deering Airport,迪灵,DRG,阿拉斯加州,美国,机场
DRH,代卜尔机场,代卜尔机场,Dabra,代卜尔,DRH,代卜尔,印度尼西亚,机场
DRI,伯雷加德－帕里什机场,伯雷加德－帕里什机场,De Ridder,德里德,DRI,路易斯安那州,美国,机场
DRJ,德里塔博杰机场,德里塔博杰机场,Drietabbetje,德里塔博杰,DRJ,德里塔博杰,苏里南,机场
DRM,兹拉马机场,兹拉马机场,Drama,兹拉马,DRM,东马其顿和色雷,希腊,机场
DRN,迪兰班代机场,迪兰班代机场,Dirranbandi,迪兰班代,DRN,昆士兰,澳大利亚,机场
AMK,阿尼马斯机场,阿尼马斯机场,Durango Animas,杜兰戈,DRO,科罗拉多州,美国,非海关机场
DRO,拉普拉塔机场,拉普拉塔机场,La Plata County Airport,杜兰戈,DRO,科罗拉多州,美国,机场
DRR,达里机场,达里机场,Durrie,达里,DRR,昆士兰,澳大利亚,机场
DRS,德累斯顿机场,德累斯顿机场,Dresden Airport,德累斯顿,DRS,萨克森,德国,机场
DOX,东加拉机场,东加拉机场,Dongara,东加拉,DOX,西澳大利亚,澳大利亚,机场
DPE,迪耶普机场,迪耶普机场,Dieppe,迪耶普,DPE,诺曼底大区,法国,机场
DPG,迈克尔军用机场,迈克尔军用机场,Dugway,达格威,DPG,犹他州,美国,机场
DPK,迪尔帕克机场,迪尔帕克机场,Deer Park,迪尔帕克,DPK,纽约州,美国,机场
DPL,第波罗机场     ,第波罗机场,Dipolog Airport,第波罗,DPL,北三宝颜,菲律宾,机场
DPO,德文波特机场 ,德文波特机场,Devonport Airport,德文波特,DPO,塔斯马尼亚,澳大利亚,机场
DPS,伍拉赖机场,伍拉赖机场,Ngurah Rai Airport,巴厘岛,DPS,巴厘岛,印度尼西亚,机场
DPU,杜姆普机场,杜姆普机场,Dumpu,杜姆普,DPU,杜姆普,巴布亚新几内亚,机场
DQM,杜丘国际机场,杜丘机场,Duqm International Airport,杜古姆,DQM,中部,阿曼,机场
DRA,德塞特罗克机场,德塞特罗克机场,Mercury,默丘里,DRA,内华达州,美国,机场
DRB,德比机场,德比机场,Derby,德比,DRB,西澳大利亚,澳大利亚,机场
DRC,迪里科机场,迪里科机场,Dirico,迪里科,DRC,迪里科,安哥拉,机场
DRD,多隆达站机场,多隆达站机场,Dorunda Station,多隆达站,DRD,昆士兰,澳大利亚,机场
DOI,多伊尼机场,多伊尼机场,Doini,多伊尼,DOI,多伊尼,巴布亚新几内亚,机场
DOK,多内茨克机场,多内茨克机场,Donetsk,多内茨克,DOK,多内茨克,乌克兰,机场
DOL,圣加迪恩机场,圣加迪恩机场,St. Gatien Airport,多维尔,DOL,诺曼底大区,法国,机场
DCF,坎恩菲尔德机场,坎恩菲尔德机场,Dominica Cane Field,多米尼加岛,DOM,多米尼加岛,多米尼克,机场
DOM,道格拉斯查尔斯机场,道格拉斯查尔斯机场,Melville Hall Airport,多米尼加岛,DOM,多米尼加岛,多米尼克,机场
DON,多斯拉古纳斯机场,多斯拉古纳斯机场,Dos Lagunas,多斯拉古纳斯,DON,多斯拉古纳斯,危地马拉,机场
DOO,多洛比骚罗机场,多洛比骚罗机场,Dorobisoro,多洛比骚罗,DOO,多洛比骚罗,巴布亚新几内亚,机场
DOP,多尔帕机场,多尔帕机场,Dolpa,多尔帕,DOP,多尔帕,尼泊尔,机场
DOR,多里机场,多里机场,Dori,多里,DOR,多里,布基纳法索,机场
DOS,迪奥斯机场,迪奥斯机场,Dios,迪奥斯,DOS,迪奥斯,巴布亚新几内亚,机场
DOU,多拉杜斯机场,多拉杜斯机场,Dourados,多拉杜斯,DOU,南马托格罗索,巴西,机场
DOV,多佛空军基地,多佛空军基地,Dover-Cheswold,多佛,DOV,特拉华州,美国,非海关机场
DOC,多诺赫机场,多诺赫机场,Dornoch,多诺赫,DOC,苏格兰,英国,机场
DOD,多多马机场,多多马机场,Dodoma Airport,多多马,DOD,多多马,坦桑尼亚,机场
DOE,朱穆苏里南机场,朱穆苏里南机场,Djoemoe,朱穆苏里南,DOE,朱穆苏里南,苏里南,机场
DOF,多拉贝机场,多拉贝机场,Dora Bay,多拉贝,DOF,阿拉斯加州,美国,机场
DOG,栋古拉机场,栋古拉机场,Dongola Airport,栋古拉,DOG,栋古拉,苏丹,机场
DNS,丹尼森地方机场,丹尼森地方机场,Denison,丹尼森,DNS,艾奥瓦州,美国,机场
DNU,迪纳加特机场,迪纳加特机场,Dinangat,迪纳加特,DNU,迪纳加特,巴布亚新几内亚,机场
DNV,佛尔米里翁郡机场,佛尔米里翁郡机场,Danville,丹维尔,DNV,伊利诺伊州,美国,机场
DNX,加雷古机场,加雷古机场,Galegu,丁德尔,DNX,丁德尔,苏丹,机场
DNZ,卡尔达克机场,卡尔达克机场,Cardak Airport,代尼兹利,DNZ,代尼兹利,土耳其,机场
DOA,多阿尼机场,多阿尼机场,Doany,多阿尼,DOA,多阿尼,马达加斯加,机场
DOB,多波机场,多波机场,Dobo Airport,多波,DOB,马鲁古,印度尼西亚,机场
DNC,达纳内机场,达纳内机场,Danane,达纳内,DNC,达纳内,科特迪瓦,机场
DND,邓迪机场,邓迪机场,Dundee Airport,邓迪,DND,苏格兰,英国,机场
DNF,马图巴机场,马图巴机场,Derna,代尔纳,DNF,代尔纳,利比亚,机场
DNG,杜恩干机场,杜恩干机场,Doongan,杜恩干,DNG,西澳大利亚,澳大利亚,机场
DNI,瓦德迈达尼机场,瓦德迈达尼机场,Wad Medani,瓦德迈达尼,DNI,瓦德迈达尼,苏丹,机场
DNK,第聂伯罗彼得罗夫斯克机场,第聂伯罗彼得罗夫斯克机场,Dnepropetrovsk,第聂伯罗彼得罗夫斯克,DNK,第聂伯罗彼得罗夫斯克,乌克兰,机场
DNM,德纳姆机场,德纳姆机场,Denham,德纳姆,DNM,西澳大利亚,澳大利亚,机场
QJJ,弗莱特林克巴士车站,弗莱特林克巴士车站,Dalton Flightlink Bus Station,多尔顿,DNN,佐治亚州,美国,非海关机场
DNN,多尔顿地方机场,多尔顿地方机场,Dalton Municipal Apt,多尔顿,DNN,佐治亚州,美国,非海关机场
DNO,迪亚诺波利斯机场,迪亚诺波利斯机场,Dianopolis,迪亚诺波利斯,DNO,托坎廷斯,巴西,机场
DNP,达恩机场,达恩机场,Dang,达恩,DNP,达恩,尼泊尔,机场
DNQ,德尼利昂机场,德尼利昂机场,Deniliquin,德尼利昂,DNQ,新南威尔士,澳大利亚,机场
DNR,普勒图伊特机场,普勒图伊特机场,Dinard/St-Malo,迪纳尔,DNR,布列塔尼大区,法国,机场
DLZ,达兰扎德嘎德机场,达兰扎德嘎德机场,Dalanzadgad Airport,达兰扎德加德,DLZ,达兰扎德加德,蒙古,机场
DMB,塔拉兹机场,塔拉兹机场,Taraz Airport,塔拉兹,DMB,江布尔,哈萨克斯坦,机场
DMD,杜马德吉机场,杜马德吉机场,Doomadgee Airport,杜马德吉,DMD,昆士兰,澳大利亚,机场
DMM,法赫德国王国际机场,法赫德国王机场,King Fahd International Airport,达曼,DMM,东部,沙特阿拉伯,机场
DMS,达曼法赫德国王国际机场,达曼法赫德国王国际机场,Dammam,达曼,DMM,东部,沙特阿拉伯,非海关机场
DMN,德明机场,德明机场,Deming,德明,DMN,新墨西哥州,美国,机场
DMO,锡代利亚机场,锡代利亚机场,Sedalia,锡代利亚,DMO,密苏里州,美国,机场
DMR,扎马尔机场,扎马尔机场,Dhamar,扎马尔,DMR,扎马尔,也门,机场
DMT,迪亚曼蒂诺机场,迪亚曼蒂诺机场,Diamantino,迪亚曼蒂诺,DMT,马托格罗索,巴西,机场
DMU,迪马珀机场,迪马珀机场,Dimapur Airport,迪马珀,DMU,那加兰邦,印度,机场
DNB,邓巴机场,邓巴机场,Dunbar,邓巴,DNB,昆士兰,澳大利亚,机场
DLG,迪灵汉姆机场,迪灵汉姆机场,Dillingham Airport,迪灵汉姆,DLG,阿拉斯加州,美国,机场
DLH,德卢斯国际机场,德卢斯机场,Duluth International Airport,德卢斯,DLH,明尼苏达州,美国,机场
LKI,莱克塞德美国空军基地,莱克塞德美国空军基地,Duluth Lakeside U S Air Force,德卢斯,DLH,明尼苏达州,美国,非海关机场
DLI,连科杭机场,连科杭机场,Lien Khuong Airport,达拉,DLI,林同,越南,机场
DLK,杜尔卡尼纳机场,杜尔卡尼纳机场,Dulkaninna,杜尔卡尼纳,DLK,南澳大利亚,澳大利亚,机场
DLL,狄龙机场,狄龙机场,Dillon,狄龙,DLL,南卡罗来纳州,美国,机场
DLM,达拉曼机场,达拉曼机场,Dalaman Airport,达拉曼,DLM,穆拉,土耳其,机场
DLN,狄龙机场,狄龙机场,Dillon,狄龙,DLN,蒙大拿州,美国,机场
DLO,多洛米机场,多洛米机场,Dolomi,多洛米,DLO,阿拉斯加州,美国,机场
DLP,巴黎迪斯尼乐园机场,巴黎迪斯尼乐园机场,Disneyland Paris Apt,巴黎迪斯尼乐园,DLP,巴黎迪斯尼乐园,法国,机场
DLS,达尔斯机场,达尔斯机场,The Dalles,达尔斯,DLS,俄勒冈州,美国,机场
DLV,德利萨维尔机场,德利萨维尔机场,Delissaville,德利萨维尔,DLV,北领地,澳大利亚,机场
DLY,狄龙贝机场,狄龙贝机场,Dillons Bay,狄龙贝,DLY,狄龙贝,瓦努阿图,机场
DJN,德尔塔－加恩克西昂机场,德尔塔－加恩克西昂机场,Delta Junction,德尔塔－加恩克西昂,DJN,阿拉斯加州,美国,机场
DJO,达洛亚机场,达洛亚机场,Daloa,达洛亚,DJO,达洛亚,科特迪瓦,机场
DJU,朱皮佛格尔机场,朱皮佛格尔机场,Djupivogur,朱皮佛格尔,DJU,东部,冰岛,机场
DKI,邓克岛机场,邓克岛机场,Dunk Island,邓克岛,DKI,昆士兰,澳大利亚,机场
DKK,敦刻尔克机场,敦刻尔克机场,Dunkirk,敦刻尔克,DKK,纽约州,美国,机场
DKR,利奥波德塞达尔桑戈尔机场,利奥波德塞达尔桑戈尔机场,Leopold Sedar Senghor Airport,达喀尔,DKR,达喀尔,塞内加尔,机场
DKS,迪克森机场,迪克森机场,Dikson Airport,迪克森,DKS,迪克森,俄罗斯,机场
DKV,多克里弗机场,多克里弗机场,Docker River,多克里弗,DKV,北领地,澳大利亚,机场
DLA,杜阿拉机场,杜阿拉机场,Douala Airport,杜阿拉,DLA,杜阿拉,喀麦隆,机场
DLD,达加里机场,达加里机场,Geilo,耶卢,DLD,布斯克吕,挪威,机场
DLE,塔瓦乌克斯机场,塔瓦乌克斯机场,Tavaux Airport,多勒,DLE,勃艮第-弗朗什-孔泰大区,法国,机场
DIQ,迪维诺波利斯机场,迪维诺波利斯机场,Divinopolis Airport,迪维诺波利斯,DIQ,米纳斯吉拉斯,巴西,机场
DIR,阿巴泰纳伊尔马机场,阿巴泰纳伊尔马机场,Aba Tenna D Yilma Airport,德雷达瓦,DIR,德雷达瓦,埃塞俄比亚,机场
DIS,卢博莫机场,卢博莫机场,Loubomo,卢博莫,DIS,卢博莫,刚果共和国,机场
DIU,第乌机场,第乌机场,Diu Airport,第乌,DIU,古吉拉特邦,印度,机场
DIV,迪沃机场,迪沃机场,Divo,迪沃,DIV,迪沃,科特迪瓦,机场
DIY,迪亚巴克尔机场,迪亚巴克尔机场,Diyarbakir Airport,迪亚巴克尔,DIY,迪亚巴克尔,土耳其,机场
DJA,朱古机场,朱古机场,Djougou,朱古,DJA,朱古,贝宁,机场
DJB,苏丹塔哈机场,苏丹塔哈机场,Sultan Thaha Airport,占碑,DJB,占碑,印度尼西亚,机场
DJE,杰尔吉斯国际机场,杰尔吉斯机场,Zarzis International Airport,杰尔巴,DJE,梅德宁,突尼斯,机场
